id,user_id,restaurant_id,order_date,order_time,status,subtotal,delivery_fee,discount_amount,order_total,items_count,city
618,91,11,2025-03-15,10:31:00,completed,23.24,3.68,5.34,21.58,5,Boston
619,167,27,2023-07-23,21:43:00,cancelled,0.00,0.00,0.00,0.00,0,Miami
620,118,50,2023-04-23,15:14:00,completed,72.59,6.85,4.51,74.93,2,Los Angeles
621,38,31,2024-08-22,17:03:00,cancelled,0.00,0.00,0.00,0.00,0,San Francisco
622,75,14,2025-08-08,19:29:00,completed,45.64,4.79,2.33,48.10,3,Boston
623,139,13,2023-12-10,12:02:00,completed,22.41,3.18,10.22,15.37,4,Boston
624,215,11,2025-02-17,15:14:00,cancelled,0.00,0.00,0.00,0.00,0,Boston
625,310,11,2025-03-19,22:40:00,refunded,0.00,0.00,0.00,0.00,0,Boston
626,88,37,2024-07-20,23:14:00,completed,81.42,4.95,11.95,74.42,5,Denver
627,243,30,2023-10-13,10:46:00,completed,82.57,3.74,5.21,81.10,2,Miami
628,303,10,2025-07-24,19:57:00,completed,90.53,2.70,5.65,87.58,5,Chicago
629,18,28,2024-06-27,16:30:00,cancelled,0.00,0.00,0.00,0.00,0,Miami
630,51,29,2024-05-22,13:05:00,completed,18.92,6.16,11.40,13.68,2,Miami
631,184,19,2023-09-02,20:05:00,completed,67.51,3.31,5.51,65.31,5,Seattle
632,299,2,2024-04-10,17:49:00,completed,70.03,3.42,10.46,62.99,6,New York
633,238,46,2024-10-10,10:55:00,completed,46.48,5.95,6.37,46.06,3,Los Angeles
634,219,49,2023-10-04,21:39:00,completed,76.79,6.44,0.97,82.26,3,Los Angeles
635,29,33,2025-08-26,20:23:00,cancelled,0.00,0.00,0.00,0.00,0,San Francisco
636,57,25,2024-01-10,17:39:00,completed,45.12,5.74,8.46,42.40,5,Austin
637,105,9,2023-12-09,13:34:00,completed,53.41,7.20,6.96,53.65,6,Chicago
638,108,49,2025-02-01,22:14:00,completed,84.45,5.02,5.08,84.39,1,Los Angeles
639,33,24,2023-12-20,17:31:00,completed,79.39,4.85,6.38,77.86,5,Austin
640,150,29,2024-09-27,15:51:00,completed,69.30,7.39,10.60,66.09,2,Miami
641,235,6,2023-03-24,16:57:00,completed,88.91,2.88,1.98,89.81,1,Chicago
642,76,32,2023-06-04,23:13:00,completed,64.42,3.97,11.63,56.76,5,San Francisco
643,68,31,2023-12-22,16:28:00,completed,19.59,3.45,0.26,22.78,2,San Francisco
644,267,42,2023-12-10,16:37:00,completed,65.81,4.13,7.12,62.82,6,Atlanta
645,272,36,2024-03-31,17:19:00,completed,84.47,4.03,9.47,79.03,2,Denver
646,248,24,2023-10-23,22:54:00,completed,44.13,4.78,2.00,46.91,2,Austin
647,275,19,2023-07-06,12:53:00,completed,84.95,6.47,1.94,89.48,1,Seattle
648,22,21,2024-08-11,12:28:00,completed,31.65,5.31,0.42,36.54,3,Austin
649,177,10,2024-01-17,17:34:00,refunded,0.00,0.00,0.00,0.00,0,Chicago
650,274,20,2023-05-05,10:25:00,refunded,0.00,0.00,0.00,0.00,0,Seattle
651,75,30,2025-08-08,15:09:00,completed,72.65,7.38,3.98,76.05,6,Miami
652,152,31,2025-07-06,14:48:00,refunded,0.00,0.00,0.00,0.00,0,San Francisco
653,294,43,2023-05-31,22:36:00,completed,86.25,4.19,1.35,89.09,4,Atlanta
654,21,9,2024-11-25,18:07:00,completed,47.72,6.70,5.35,49.07,1,Chicago
655,168,4,2024-09-14,20:12:00,completed,34.44,7.18,3.34,38.28,1,New York
656,43,35,2025-05-19,17:43:00,completed,24.47,5.06,2.33,27.20,3,San Francisco
657,309,39,2024-06-07,10:58:00,completed,47.42,6.08,5.13,48.37,4,Denver
658,191,1,2023-10-19,15:22:00,completed,50.97,5.31,2.59,53.69,4,New York
659,213,29,2023-10-23,12:51:00,completed,84.43,6.14,4.97,85.60,5,Miami
660,307,6,2023-05-28,13:19:00,completed,82.20,7.43,0.79,88.84,5,Chicago
661,193,6,2023-01-07,16:40:00,cancelled,0.00,0.00,0.00,0.00,0,Chicago
662,213,12,2024-07-23,17:45:00,completed,85.70,3.50,9.99,79.21,3,Boston
663,284,32,2023-02-13,23:52:00,completed,61.31,4.97,8.88,57.40,2,San Francisco
664,14,1,2023-06-07,14:19:00,refunded,0.00,0.00,0.00,0.00,0,New York
665,326,31,2023-05-08,20:42:00,cancelled,0.00,0.00,0.00,0.00,0,San Francisco
666,214,12,2024-05-18,21:41:00,completed,26.83,3.89,11.93,18.79,1,Boston
667,307,48,2024-01-06,19:30:00,completed,82.26,5.64,5.71,82.19,6,Los Angeles
668,62,24,2024-06-08,21:36:00,completed,37.21,5.41,1.75,40.87,4,Austin
669,70,23,2023-06-17,10:17:00,completed,65.08,7.28,0.58,71.78,3,Austin
670,272,41,2025-08-16,11:32:00,completed,64.47,6.32,7.19,63.60,2,Atlanta
671,279,21,2025-06-12,15:52:00,cancelled,0.00,0.00,0.00,0.00,0,Austin
672,155,18,2024-12-02,21:44:00,completed,57.55,4.26,1.72,60.09,2,Seattle
673,266,19,2024-01-17,22:31:00,completed,86.15,3.32,2.61,86.86,5,Seattle
674,114,13,2025-03-25,18:39:00,completed,88.48,6.73,8.55,86.66,6,Boston
675,59,27,2024-04-16,11:07:00,cancelled,0.00,0.00,0.00,0.00,0,Miami
676,9,31,2023-12-23,14:44:00,completed,78.46,6.95,7.17,78.24,3,San Francisco
677,89,46,2023-11-08,10:47:00,cancelled,0.00,0.00,0.00,0.00,0,Los Angeles
678,114,9,2025-05-27,21:09:00,completed,40.75,3.55,11.77,32.53,4,Chicago
679,58,5,2023-01-20,22:30:00,completed,21.15,3.04,9.52,14.67,5,New York
680,304,4,2024-04-25,11:58:00,completed,22.90,5.84,9.05,19.69,1,New York
681,309,14,2024-08-24,13:11:00,completed,20.17,3.23,8.95,14.45,3,Boston
682,297,23,2023-12-27,12:54:00,completed,71.91,3.71,6.84,68.78,1,Austin
683,297,49,2023-01-15,18:13:00,completed,89.36,3.36,9.05,83.67,1,Los Angeles
684,51,14,2025-07-31,18:54:00,completed,45.12,5.45,5.28,45.29,1,Boston
685,93,23,2024-01-24,16:13:00,completed,48.16,6.31,3.77,50.70,4,Austin
686,57,34,2023-05-20,17:48:00,completed,39.33,6.11,0.99,44.45,4,San Francisco
687,60,25,2023-10-18,17:38:00,completed,68.84,6.71,2.71,72.84,4,Austin
688,149,28,2023-07-13,23:04:00,cancelled,0.00,0.00,0.00,0.00,0,Miami
689,244,44,2024-01-12,12:00:00,refunded,0.00,0.00,0.00,0.00,0,Atlanta
690,252,44,2023-04-18,16:28:00,completed,68.06,3.10,4.74,66.42,6,Atlanta
691,303,7,2025-01-29,12:04:00,completed,32.73,3.50,10.13,26.10,4,Chicago
692,63,15,2025-05-08,16:46:00,completed,74.60,6.33,7.12,73.81,6,Boston
693,205,23,2024-05-02,20:38:00,refunded,0.00,0.00,0.00,0.00,0,Austin
694,249,33,2023-10-13,12:49:00,completed,27.04,4.95,2.77,29.22,2,San Francisco
695,16,7,2025-01-25,10:53:00,completed,68.18,7.36,4.59,70.95,6,Chicago
696,168,10,2023-11-07,19:39:00,completed,23.66,6.26,9.21,20.71,4,Chicago
697,104,19,2024-11-08,17:31:00,completed,58.14,6.55,6.49,58.20,1,Seattle
698,17,28,2025-06-20,11:24:00,completed,81.11,4.71,0.43,85.39,2,Miami
699,286,43,2025-05-31,22:19:00,cancelled,0.00,0.00,0.00,0.00,0,Atlanta
700,85,32,2024-03-17,12:19:00,completed,54.07,3.05,8.10,49.02,6,San Francisco
701,284,44,2024-07-06,19:30:00,completed,81.22,5.03,4.70,81.55,4,Atlanta
702,303,25,2024-09-23,20:22:00,completed,39.05,2.81,7.09,34.77,2,Austin
703,188,23,2025-04-08,21:37:00,completed,83.96,4.21,1.17,87.00,3,Austin
704,183,27,2023-12-26,10:42:00,completed,35.36,4.06,1.02,38.40,6,Miami
705,34,20,2023-04-28,15:10:00,completed,42.13,4.80,10.36,36.57,5,Seattle
706,264,27,2023-10-01,10:44:00,completed,19.65,4.08,6.84,16.89,3,Miami
707,294,7,2025-04-07,17:06:00,completed,33.24,4.98,9.74,28.48,6,Chicago
708,174,11,2024-09-21,14:23:00,refunded,0.00,0.00,0.00,0.00,0,Boston
709,104,32,2024-10-12,23:50:00,completed,80.92,3.57,3.18,81.31,3,San Francisco
710,294,26,2025-04-03,13:39:00,completed,24.80,6.72,1.14,30.38,3,Miami
711,140,5,2024-08-03,22:33:00,completed,33.52,6.48,7.82,32.18,3,New York
712,259,20,2024-03-19,20:34:00,completed,48.66,3.76,6.18,46.24,6,Seattle
713,281,12,2025-06-21,10:40:00,completed,81.84,5.38,2.56,84.66,6,Boston
714,240,18,2025-08-17,20:34:00,cancelled,0.00,0.00,0.00,0.00,0,Seattle
715,223,37,2025-01-14,20:03:00,completed,44.96,3.24,1.81,46.39,6,Denver
716,154,28,2024-02-25,15:55:00,cancelled,0.00,0.00,0.00,0.00,0,Miami
717,33,41,2023-07-28,23:26:00,completed,39.24,3.30,8.24,34.30,2,Atlanta
718,208,16,2023-04-27,12:12:00,completed,76.98,4.05,5.82,75.21,4,Seattle
719,217,42,2025-07-16,10:12:00,completed,28.10,3.79,9.64,22.25,6,Atlanta
720,282,12,2024-10-21,23:02:00,refunded,0.00,0.00,0.00,0.00,0,Boston
721,249,2,2023-02-26,23:57:00,completed,62.52,6.84,10.81,58.55,4,New York
722,187,43,2024-11-04,11:25:00,refunded,0.00,0.00,0.00,0.00,0,Atlanta
723,72,16,2023-04-25,19:47:00,completed,26.93,5.82,6.97,25.78,5,Seattle
724,129,32,2025-06-24,11:15:00,completed,75.22,4.07,9.99,69.30,6,San Francisco
725,200,48,2025-01-31,13:59:00,completed,28.68,3.38,11.64,20.42,4,Los Angeles
726,210,17,2025-06-02,19:03:00,completed,45.73,7.24,3.80,49.17,4,Seattle
727,244,44,2023-09-10,14:56:00,completed,28.72,4.88,4.41,29.19,3,Atlanta
728,11,42,2025-07-15,19:02:00,cancelled,0.00,0.00,0.00,0.00,0,Atlanta
729,340,4,2024-12-08,22:42:00,completed,58.90,4.05,11.50,51.45,3,New York
730,63,35,2025-06-06,13:54:00,completed,18.58,7.30,11.13,14.75,3,San Francisco
731,155,6,2025-08-16,23:48:00,completed,33.57,6.95,10.99,29.53,6,Chicago
732,163,50,2024-10-21,16:50:00,completed,82.12,6.62,11.29,77.45,4,Los Angeles
733,212,22,2025-01-04,16:56:00,cancelled,0.00,0.00,0.00,0.00,0,Austin
734,52,11,2024-12-16,14:32:00,completed,49.14,6.15,6.57,48.72,3,Boston
735,233,45,2023-01-29,22:03:00,completed,31.60,4.72,7.69,28.63,1,Atlanta
736,206,13,2024-10-05,14:20:00,completed,26.20,3.75,8.56,21.39,6,Boston
737,67,39,2024-12-03,16:50:00,refunded,0.00,0.00,0.00,0.00,0,Denver
738,232,31,2025-06-13,21:08:00,completed,68.87,6.63,9.59,65.91,2,San Francisco
739,44,27,2024-01-12,12:25:00,cancelled,0.00,0.00,0.00,0.00,0,Miami
740,293,15,2023-01-22,10:59:00,completed,63.29,3.64,1.07,65.86,4,Boston
741,102,17,2024-12-19,23:10:00,completed,63.73,5.50,1.79,67.44,3,Seattle
742,88,37,2023-05-01,10:45:00,completed,75.23,7.14,9.93,72.44,4,Denver
743,61,15,2024-12-31,13:12:00,refunded,0.00,0.00,0.00,0.00,0,Boston
744,137,19,2025-02-03,17:24:00,completed,81.37,5.50,11.94,74.93,3,Seattle
745,347,13,2024-03-04,12:26:00,completed,20.13,7.38,2.83,24.68,4,Boston
746,128,24,2024-08-19,20:41:00,completed,18.76,3.17,3.88,18.05,6,Austin
747,204,44,2023-08-06,21:24:00,completed,72.47,3.78,1.14,75.11,1,Atlanta
748,27,22,2025-08-11,13:30:00,cancelled,0.00,0.00,0.00,0.00,0,Austin
749,311,43,2025-04-01,19:45:00,completed,21.37,3.77,7.44,17.70,3,Atlanta
750,203,43,2024-01-15,12:57:00,completed,60.96,3.80,6.04,58.72,3,Atlanta
751,240,9,2023-04-02,15:45:00,completed,28.49,3.08,0.53,31.04,2,Chicago
752,256,18,2025-02-04,15:59:00,completed,84.81,3.82,9.96,78.67,3,Seattle
753,265,21,2024-03-22,12:20:00,completed,54.35,7.25,6.67,54.93,6,Austin
754,326,29,2023-02-24,13:09:00,completed,31.55,4.85,1.96,34.44,4,Miami
755,224,8,2025-07-05,17:02:00,completed,91.17,5.30,5.49,90.98,1,Chicago
756,76,8,2023-12-24,11:13:00,cancelled,0.00,0.00,0.00,0.00,0,Chicago
757,93,11,2025-02-06,18:52:00,completed,83.93,5.43,7.00,82.36,1,Boston
758,270,50,2024-08-07,12:26:00,refunded,0.00,0.00,0.00,0.00,0,Los Angeles
759,127,50,2024-05-25,20:06:00,cancelled,0.00,0.00,0.00,0.00,0,Los Angeles
760,14,19,2024-11-28,20:07:00,completed,61.69,7.26,10.04,58.91,2,Seattle
761,15,6,2024-04-16,23:45:00,completed,51.60,7.28,7.13,51.75,1,Chicago
762,169,3,2024-11-02,19:28:00,completed,72.13,6.17,11.49,66.81,5,New York
763,67,14,2025-06-02,10:51:00,completed,41.91,2.78,0.85,43.84,5,Boston
764,196,6,2024-02-13,14:11:00,completed,75.04,4.49,0.25,79.28,2,Chicago
765,84,25,2025-03-09,16:18:00,completed,88.63,3.27,3.58,88.32,4,Austin
766,159,44,2024-09-09,12:22:00,completed,79.57,5.06,5.88,78.75,4,Atlanta
767,244,18,2024-07-30,19:27:00,completed,49.27,4.34,2.24,51.37,6,Seattle
768,219,6,2023-02-11,18:21:00,refunded,0.00,0.00,0.00,0.00,0,Chicago
769,347,15,2024-10-25,20:45:00,completed,54.65,5.65,6.30,54.00,3,Boston
770,240,28,2023-03-23,22:30:00,completed,90.83,5.92,3.60,93.15,2,Miami
771,268,28,2023-10-30,19:03:00,completed,85.88,5.07,6.13,84.82,4,Miami
772,49,30,2024-11-07,21:36:00,cancelled,0.00,0.00,0.00,0.00,0,Miami
773,182,17,2024-08-22,11:49:00,completed,26.43,5.81,2.15,30.09,2,Seattle
774,202,3,2023-03-27,16:56:00,completed,41.23,6.12,9.09,38.26,4,New York
775,320,17,2023-12-16,23:51:00,completed,31.70,6.24,7.25,30.69,6,Seattle
776,55,28,2024-07-01,10:00:00,completed,18.98,5.78,5.52,19.24,4,Miami
777,337,48,2024-09-08,21:31:00,completed,78.17,5.58,8.29,75.46,6,Los Angeles
778,346,26,2025-04-03,14:05:00,completed,19.03,3.06,0.19,21.90,2,Miami
779,14,14,2024-05-07,20:09:00,completed,50.25,5.63,9.48,46.40,2,Boston
780,45,20,2025-02-27,17:09:00,completed,19.61,3.33,1.83,21.11,6,Seattle
781,228,32,2024-04-27,10:55:00,completed,35.95,3.97,9.95,29.97,4,San Francisco
782,27,22,2023-01-09,11:40:00,cancelled,0.00,0.00,0.00,0.00,0,Austin
783,222,27,2025-05-18,17:47:00,completed,72.10,7.50,0.44,79.16,4,Miami
784,249,33,2024-08-28,21:39:00,refunded,0.00,0.00,0.00,0.00,0,San Francisco
785,250,15,2025-01-01,10:33:00,completed,60.65,5.27,3.21,62.71,6,Boston
786,214,31,2023-04-30,17:39:00,refunded,0.00,0.00,0.00,0.00,0,San Francisco
787,178,29,2024-12-15,16:01:00,completed,71.74,4.85,5.26,71.33,5,Miami
788,113,38,2025-07-19,20:21:00,refunded,0.00,0.00,0.00,0.00,0,Denver
789,337,30,2023-05-15,14:46:00,completed,89.03,6.67,8.08,87.62,6,Miami
790,185,31,2025-03-29,23:10:00,completed,38.90,6.25,8.00,37.15,2,San Francisco
791,89,13,2023-06-10,19:31:00,completed,48.78,7.47,3.64,52.61,2,Boston
792,286,4,2023-01-19,15:56:00,completed,68.09,3.37,10.31,61.15,5,New York
793,17,5,2023-12-12,16:07:00,completed,26.93,3.62,3.09,27.46,3,New York
794,182,50,2023-02-17,22:56:00,completed,84.33,6.77,10.48,80.62,5,Los Angeles
795,343,7,2024-12-24,10:59:00,refunded,0.00,0.00,0.00,0.00,0,Chicago
796,235,49,2023-04-24,11:50:00,completed,75.88,7.24,9.88,73.24,1,Los Angeles
797,260,7,2023-06-21,20:07:00,cancelled,0.00,0.00,0.00,0.00,0,Chicago
798,186,11,2025-01-15,14:45:00,completed,55.44,6.16,1.19,60.41,6,Boston
799,187,22,2025-04-18,12:07:00,cancelled,0.00,0.00,0.00,0.00,0,Austin
800,225,27,2025-02-26,22:00:00,completed,77.88,4.21,6.06,76.03,1,Miami
801,137,24,2025-01-02,22:26:00,completed,67.21,3.26,9.04,61.43,4,Austin
802,117,9,2025-04-01,16:26:00,cancelled,0.00,0.00,0.00,0.00,0,Chicago
803,235,34,2025-03-24,20:23:00,refunded,0.00,0.00,0.00,0.00,0,San Francisco
804,227,10,2025-02-27,10:45:00,cancelled,0.00,0.00,0.00,0.00,0,Chicago
805,36,6,2023-12-13,15:25:00,refunded,0.00,0.00,0.00,0.00,0,Chicago
806,85,28,2023-03-04,16:48:00,completed,86.27,3.25,6.89,82.63,6,Miami
807,339,34,2023-10-30,16:25:00,cancelled,0.00,0.00,0.00,0.00,0,San Francisco
808,284,20,2025-01-08,21:20:00,cancelled,0.00,0.00,0.00,0.00,0,Seattle
809,5,18,2025-07-10,18:39:00,refunded,0.00,0.00,0.00,0.00,0,Seattle
810,207,29,2024-10-21,13:56:00,completed,76.34,5.76,8.37,73.73,6,Miami
811,208,50,2023-07-22,14:05:00,completed,42.75,6.13,8.88,40.00,2,Los Angeles
812,267,35,2023-10-18,13:05:00,completed,41.11,4.20,7.63,37.68,1,San Francisco
813,15,35,2024-08-29,14:15:00,cancelled,0.00,0.00,0.00,0.00,0,San Francisco
814,156,47,2024-03-08,18:07:00,completed,80.28,3.80,6.09,77.99,1,Los Angeles
815,25,49,2024-10-28,11:28:00,completed,72.53,4.77,11.80,65.50,6,Los Angeles
816,298,37,2025-01-01,20:42:00,completed,62.07,4.25,3.41,62.91,6,Denver
817,294,44,2023-05-24,21:24:00,completed,36.32,4.14,6.99,33.47,3,Atlanta
818,233,7,2023-05-31,21:27:00,cancelled,0.00,0.00,0.00,0.00,0,Chicago
819,42,6,2023-03-05,16:56:00,completed,33.89,2.89,8.12,28.66,4,Chicago
820,302,36,2024-06-15,22:25:00,cancelled,0.00,0.00,0.00,0.00,0,Denver
821,300,32,2024-10-13,16:28:00,completed,88.14,6.16,5.00,89.30,2,San Francisco
822,74,33,2023-05-11,17:45:00,completed,89.63,5.07,6.35,88.35,6,San Francisco
823,109,30,2024-04-29,10:47:00,completed,59.37,7.11,1.43,65.05,4,Miami
824,57,8,2024-01-14,19:18:00,completed,29.34,4.36,11.89,21.81,3,Chicago
825,151,32,2023-01-29,22:09:00,completed,61.63,2.74,10.73,53.64,3,San Francisco
826,111,12,2025-04-18,21:31:00,completed,58.52,2.84,0.54,60.82,4,Boston
827,294,20,2024-08-02,17:57:00,completed,45.92,6.67,10.00,42.59,2,Seattle
828,71,33,2024-10-13,17:48:00,completed,51.23,6.83,3.90,54.16,5,San Francisco
829,341,40,2024-02-24,16:14:00,cancelled,0.00,0.00,0.00,0.00,0,Denver
830,174,35,2023-02-16,20:56:00,completed,38.53,2.94,1.99,39.48,1,San Francisco
831,293,41,2025-03-26,22:45:00,completed,65.74,5.72,1.02,70.44,5,Atlanta
832,278,37,2025-02-14,10:36:00,completed,73.54,5.01,0.22,78.33,6,Denver
833,273,12,2023-01-20,14:50:00,completed,79.40,6.69,6.95,79.14,1,Boston
834,274,39,2023-11-25,16:37:00,completed,81.79,2.62,5.24,79.17,4,Denver
835,13,34,2023-11-21,16:16:00,completed,90.50,5.21,3.42,92.29,2,San Francisco
836,131,50,2023-04-02,12:19:00,refunded,0.00,0.00,0.00,0.00,0,Los Angeles
837,348,11,2023-03-02,19:20:00,completed,70.78,3.99,1.18,73.59,2,Boston
838,212,21,2023-09-22,16:52:00,cancelled,0.00,0.00,0.00,0.00,0,Austin
839,27,13,2023-09-03,22:38:00,completed,54.48,6.26,4.62,56.12,1,Boston
840,138,4,2023-11-22,17:35:00,completed,53.83,4.54,2.80,55.57,1,New York
841,138,36,2024-08-23,20:06:00,completed,59.05,6.43,3.66,61.82,4,Denver
842,229,6,2025-05-16,20:32:00,completed,89.63,4.37,11.82,82.18,2,Chicago
843,276,28,2025-07-22,18:28:00,completed,78.14,7.31,7.45,78.00,6,Miami
844,86,1,2023-03-03,17:17:00,completed,80.12,4.40,4.22,80.30,6,New York
845,109,38,2025-05-10,18:18:00,completed,72.70,5.32,3.61,74.41,4,Denver
846,63,9,2025-01-12,18:17:00,cancelled,0.00,0.00,0.00,0.00,0,Chicago
847,108,40,2024-05-31,22:20:00,cancelled,0.00,0.00,0.00,0.00,0,Denver
848,176,41,2023-09-25,22:45:00,completed,36.20,7.42,4.10,39.52,4,Atlanta
849,307,22,2023-01-17,21:08:00,completed,18.15,4.88,10.82,12.21,6,Austin
850,89,27,2024-07-23,21:45:00,completed,47.07,2.91,10.52,39.46,6,Miami
851,40,35,2023-02-01,23:52:00,completed,67.75,4.26,9.75,62.26,5,San Francisco
852,184,25,2023-07-01,23:49:00,cancelled,0.00,0.00,0.00,0.00,0,Austin
853,5,8,2024-04-18,15:59:00,completed,18.69,6.22,9.10,15.81,6,Chicago
854,184,13,2023-04-03,23:39:00,completed,77.82,3.61,11.76,69.67,3,Boston
855,19,18,2024-05-19,21:45:00,completed,18.53,7.42,7.66,18.29,1,Seattle
856,143,37,2024-05-27,17:10:00,completed,66.83,5.33,8.19,63.97,5,Denver
857,90,5,2024-08-25,12:47:00,completed,37.21,5.35,2.74,39.82,5,New York
858,141,13,2025-05-18,20:01:00,refunded,0.00,0.00,0.00,0.00,0,Boston
859,348,35,2024-09-21,14:43:00,completed,51.59,7.19,7.69,51.09,6,San Francisco
860,27,21,2024-03-18,23:26:00,completed,68.33,4.83,4.34,68.82,1,Austin
861,115,4,2023-10-12,16:34:00,completed,18.38,3.47,0.98,20.87,5,New York
862,13,48,2023-08-20,21:27:00,refunded,0.00,0.00,0.00,0.00,0,Los Angeles
863,128,13,2023-06-18,15:19:00,completed,64.27,2.64,5.18,61.73,1,Boston
864,304,41,2025-08-15,15:53:00,completed,25.98,3.69,4.09,25.58,1,Atlanta
865,171,34,2025-03-24,13:04:00,completed,63.85,6.32,7.50,62.67,5,San Francisco
866,64,6,2023-03-04,10:24:00,completed,80.73,2.83,1.53,82.03,4,Chicago
867,29,20,2024-09-17,20:27:00,completed,68.14,5.30,3.54,69.90,4,Seattle
868,206,7,2024-09-24,22:26:00,completed,62.37,5.80,0.13,68.04,4,Chicago
869,238,28,2025-06-20,19:39:00,completed,66.17,5.88,0.31,71.74,5,Miami
870,169,38,2023-07-17,11:06:00,completed,70.78,5.46,10.09,66.15,5,Denver
871,65,41,2024-06-05,14:22:00,completed,71.62,4.72,2.92,73.42,1,Atlanta
872,31,9,2023-11-16,19:27:00,completed,66.23,4.29,7.00,63.52,5,Chicago
873,75,10,2024-04-25,14:38:00,completed,45.29,2.54,7.04,40.79,6,Chicago
874,75,4,2023-09-01,18:52:00,cancelled,0.00,0.00,0.00,0.00,0,New York
875,28,28,2023-12-19,13:12:00,completed,32.89,2.84,2.27,33.46,4,Miami
876,240,39,2024-12-10,15:54:00,completed,89.27,5.58,5.02,89.83,2,Denver
877,54,30,2025-06-16,22:58:00,completed,34.24,2.52,2.68,34.08,2,Miami
878,239,40,2023-08-07,13:30:00,completed,88.49,4.16,8.88,83.77,2,Denver
879,205,12,2025-04-25,10:23:00,completed,44.48,5.27,1.71,48.04,4,Boston
880,100,41,2024-08-22,22:23:00,completed,20.20,3.49,2.09,21.60,3,Atlanta
881,90,22,2025-05-17,18:15:00,completed,19.59,6.71,10.93,15.37,1,Austin
882,347,9,2024-01-24,20:50:00,cancelled,0.00,0.00,0.00,0.00,0,Chicago
883,174,14,2023-11-09,17:15:00,completed,45.55,3.36,6.32,42.59,5,Boston
884,223,46,2023-03-08,11:09:00,cancelled,0.00,0.00,0.00,0.00,0,Los Angeles
885,67,13,2023-07-16,18:24:00,completed,41.53,4.65,7.63,38.55,1,Boston
886,316,38,2023-07-13,23:34:00,completed,28.99,3.74,7.55,25.18,3,Denver
887,65,33,2024-08-21,17:13:00,completed,76.07,6.45,7.38,75.14,2,San Francisco
888,261,25,2025-02-08,20:48:00,completed,54.90,4.82,3.86,55.86,3,Austin
889,270,45,2024-05-09,21:31:00,completed,61.01,5.69,9.49,57.21,6,Atlanta
890,19,14,2023-08-13,13:28:00,cancelled,0.00,0.00,0.00,0.00,0,Boston
891,203,14,2023-11-10,16:56:00,completed,29.63,6.71,3.05,33.29,1,Boston
892,69,49,2023-03-28,14:28:00,completed,35.03,2.71,6.15,31.59,3,Los Angeles
893,219,29,2024-04-23,16:26:00,completed,54.82,3.87,0.30,58.39,4,Miami
894,120,17,2024-10-22,11:22:00,cancelled,0.00,0.00,0.00,0.00,0,Seattle
895,151,33,2024-06-09,18:41:00,completed,38.46,3.64,1.42,40.68,3,San Francisco
896,20,35,2023-07-25,15:12:00,completed,36.50,6.23,9.22,33.51,3,San Francisco
897,98,46,2024-09-10,12:54:00,completed,72.75,7.06,0.10,79.71,3,Los Angeles
898,145,23,2025-03-12,16:25:00,cancelled,0.00,0.00,0.00,0.00,0,Austin
899,336,1,2024-04-28,20:32:00,refunded,0.00,0.00,0.00,0.00,0,New York
900,77,26,2023-08-22,13:46:00,completed,53.11,5.08,9.43,48.76,4,Miami
901,237,22,2025-03-21,11:20:00,cancelled,0.00,0.00,0.00,0.00,0,Austin
902,220,50,2025-08-22,21:26:00,completed,51.30,5.29,4.50,52.09,5,Los Angeles
903,66,20,2025-08-23,21:00:00,completed,66.75,4.27,2.71,68.31,4,Seattle
904,207,49,2025-03-08,21:34:00,completed,61.43,5.34,0.39,66.38,2,Los Angeles
905,79,22,2024-08-04,20:51:00,completed,62.98,6.83,11.76,58.05,2,Austin
906,201,5,2024-07-01,16:12:00,completed,42.33,7.31,7.67,41.97,3,New York
907,48,11,2023-04-17,20:35:00,completed,79.16,5.52,0.32,84.36,2,Boston
908,36,25,2023-10-18,13:14:00,completed,56.81,4.77,4.42,57.16,1,Austin
909,88,21,2025-05-30,16:25:00,completed,26.20,5.18,5.74,25.64,1,Austin
910,200,14,2023-05-14,23:13:00,completed,78.52,5.82,1.91,82.43,5,Boston
911,159,38,2023-07-27,18:45:00,completed,38.38,2.54,1.71,39.21,1,Denver
912,205,39,2025-04-06,13:33:00,completed,60.12,4.95,5.55,59.52,1,Denver
913,47,19,2024-10-23,17:22:00,completed,70.66,3.99,7.36,67.29,2,Seattle
914,213,16,2023-07-03,19:46:00,completed,46.47,5.80,8.38,43.89,1,Seattle
915,202,45,2025-08-26,10:15:00,cancelled,0.00,0.00,0.00,0.00,0,Atlanta
916,81,18,2025-06-22,20:34:00,completed,85.81,5.99,8.67,83.13,2,Seattle
917,253,27,2025-02-19,18:07:00,refunded,0.00,0.00,0.00,0.00,0,Miami
918,40,49,2023-04-18,18:49:00,completed,48.35,3.32,2.49,49.18,1,Los Angeles
919,237,2,2023-03-16,20:44:00,completed,52.18,4.22,4.79,51.61,2,New York
920,204,3,2023-01-11,14:07:00,completed,28.10,5.85,5.57,28.38,4,New York
921,35,6,2024-07-15,20:15:00,completed,50.39,4.85,3.35,51.89,2,Chicago
922,88,2,2024-09-13,11:11:00,completed,57.56,4.45,0.93,61.08,1,New York
923,347,18,2023-06-07,17:22:00,completed,70.87,6.96,6.39,71.44,4,Seattle
924,25,41,2025-04-10,18:41:00,completed,66.84,3.01,8.28,61.57,4,Atlanta
925,27,39,2023-01-05,10:49:00,completed,32.93,3.75,10.91,25.77,2,Denver
